Title,manifest_url,canvas_number,image_url,City,Country,wkt,Date,Month,Year,Journal Type,notice,pre_1900,gender (M/F/NA),photographic? (yes/no),"vêtement (chair, costume, accessoire)","altérité (distance, performance, normatif)",bugs (x si pas sûr que léopard),tags
Comœdia illustré (1908),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9696422k/manifest.json,25,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9696422k/f26/589,319,2912,1993/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),15.05.1920,5,1920,"Culture, Leisure",,no,M,no,costume,performance,,
Comœdia illustré (1908),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k96964215/manifest.json,40,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k96964215/f41/277,431,2822,1930/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),15.06.1920,6,1920,"Culture, Leisure",,no,M,yes,accessoire,performance,,
Le Régiment (Paris),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k978153w/manifest.json,4,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k978153w/f5/1864,597,1442,1926/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),17.06.1920,6,1920,Military,,no,F,yes,costume,performance,,
L'Intrépide (Paris),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9115918p/manifest.json,7,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9115918p/f8/2355,1272,1158,717/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),18.07.1920,7,1920,Children,,no,M,yes,costume,distance,,
La Vie aérienne,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6482275d/manifest.json,15,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6482275d/f16/488,2422,2953,1988/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),27.11.1920,11,1920,,,no,F,yes,accessoire,performance,,
La Vie aérienne,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6482276t/manifest.json,0,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6482276t/f1/44,0,3712,4883/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),04.12.1920,12,1920,,,no,M,yes,costume,performance,,
Art Directors Annual of Advertising Arts,https://iiif.unige.ch/dhportal/ug27808901/manifest,53,"https://iiif.unige.ch/iiif/2/fedora_ug27818758;54/833,178,531,688/full/0/default.jpg",New York City,United States of America,POINT(-74.006015 40.712728),01.01.1921,na,1921,Illustrated Magazine,,no,F,no,costume,normatif,,
The Redbook Magazine 1921-01: Vol 36 Iss 3,https://iiif.archive.org/iiif/sim_redbook_1921-01_36_3/manifest.json,11,"https://iiif.archive.org/image/iiif/3/sim_redbook_1921-01_36_3%2fsim_redbook_1921-01_36_3_jp2.zip%2fsim_redbook_1921-01_36_3_jp2%2fsim_redbook_1921-01_36_3_0011.jp2/144,671,2269,2594/full/0/default.jpg",New York City,United States of America,POINT(-74.006015 40.712728),01.01.1921,na,1921,,,no,F,yes,costume,normatif,,
Punch's Almanack,https://digi.ub.uni-heidelberg.de/diglit/iiif/punch_almanack1921/manifest.json,11,"https://digi.ub.uni-heidelberg.de/iiif/2/punch_almanack1921%3A0000l.jpg/1120,1581,824,1041/full/0/default.jpg",London,United Kingdom,POINT(-0.1275 51.507222222222),01.01.1921,na,1921,Humour,,no,M,no,chair,performance,,
Vogue (Paris),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k65372626/manifest.json,47,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k65372626/f48/2384,4057,1197,786/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),15.01.1921,1,1921,,,no,NA,no,accessoire,normatif,,
The Chickasha daily express.,https://iiif.unige.ch/dhportal/ug23462952/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug23572238/full/full/0/default.jpg,Chickasha,United States of America,POINT(-97.946111111111 35.038333333333),25.01.1921,1,1921,News,,no,F,yes,costume,normatif,,
The diamond drill.,https://iiif.unige.ch/dhportal/ug23964617/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug23058782/full/full/0/default.jpg,Crystal Falls,United States of America,POINT(-88.333888888889 46.098055555556),12.02.1921,2,1921,News,,no,F,yes,costume,normatif,,
The Illustrated London News 1921-03-12: Vol 158 Iss 4273,https://iiif.archive.org/iiif/sim_illustrated-london-news_1921-03-12_158_4273/manifest.json,12,"https://iiif.archive.org/image/iiif/3/sim_illustrated-london-news_1921-03-12_158_4273%2fsim_illustrated-london-news_1921-03-12_158_4273_jp2.zip%2fsim_illustrated-london-news_1921-03-12_158_4273_jp2%2fsim_illustrated-london-news_1921-03-12_158_4273_0012.jp2/2125,3391,1655,1555/full/0/default.jpg",London,United Kingdom,POINT(-0.1275 51.507222222222),12.03.1921,3,1921,News,,no,NA,yes,accessoire,distance,,
The Pensacola journal.,https://iiif.unige.ch/dhportal/ug19478144/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug21334082/full/full/0/default.jpg,Pensacola,United States of America,POINT(-87.2 30.433333333333),27.03.1921,3,1921,News,,no,F,yes,accessoire,normatif,,
The Pensacola journal.,https://iiif.unige.ch/dhportal/ug18947824/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug20407018/full/full/0/default.jpg,Pensacola,United States of America,POINT(-87.2 30.433333333333),26.06.1921,6,1921,News,,no,F,yes,costume,normatif,,
The evening herald. [volume],https://iiif.unige.ch/dhportal/ug16356062/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug15676624/full/full/0/default.jpg,Albuquerque,United States of America,POINT(-106.61666666667 35.116666666667),29.06.1921,6,1921,News,,no,F,yes,costume,normatif,,
Gazette des beaux-arts (Paris. 1859),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6101758c/manifest.json,64,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6101758c/f65/536,983,859,883/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.07.1921,7,1921,Art Journal,,no,NA,no,accessoire,normatif,,
Billboard,https://iiif.archivelab.org/iiif/sim_billboard_1921-09-24_33_39/manifest.json,99,"https://iiif.archivelab.org/iiif/sim_billboard_1921-09-24_33_39$99/757,1276,990,744/full/0/default.jpg",Cincinnati,United States of America,POINT(-84.5125 39.1),24.09.1921,9,1921,Theater,,no,NA,yes,accessoire,normatif,,
Harper's Bazaar 1921-10: Vol 56 Iss 10,https://iiif.archive.org/iiif/sim_harpers-bazaar_1921-10_56_10/manifest.json,15,"https://iiif.archive.org/image/iiif/3/sim_harpers-bazaar_1921-10_56_10%2fsim_harpers-bazaar_1921-10_56_10_jp2.zip%2fsim_harpers-bazaar_1921-10_56_10_jp2%2fsim_harpers-bazaar_1921-10_56_10_0015.jp2/196,966,3173,3778/full/0/default.jpg",New York City,United States of America,POINT(-74.006015 40.712728),01.10.1921,10,1921,Fashion,,no,F,yes,costume,normatif,,
Cinémagazine,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k20047550/manifest.json,4,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k20047550/f5/290,252,2111,1470/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),14.10.1921,10,1921,,,no,FM,yes,accessoire,performance,,
Vogue (Paris),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6540369j/manifest.json,19,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6540369j/f20/2487,2645,1022,2137/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),15.10.1921,10,1921,,,no,F,no,costume,normatif,,
South Bend news-times.,https://iiif.unige.ch/dhportal/ug16545726/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug16990234/full/full/0/default.jpg,South Bend,United States of America,POINT(-86.250277777778 41.676388888889),23.10.1921,10,1921,News,,no,M,yes,chair,distance,,
Cinémagazine,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k2004765c/manifest.json,17,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k2004765c/f18/166,946,1050,1394/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),23.12.1921,12,1921,,,no,M,yes,accessoire,performance,,
Punch's Almanack,https://digi.ub.uni-heidelberg.de/diglit/iiif/punch_almanack1922/manifest.json,12,"https://digi.ub.uni-heidelberg.de/iiif/2/punch_almanack1922%3Am.jpg/192,177,1437,2167/full/0/default.jpg",London,United Kingdom,POINT(-0.1275 51.507222222222),01.01.1922,na,1922,Humour,,no,M,no,chair,performance,,
La Revue de l'art ancien et moderne,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k57805226/manifest.json,369,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k57805226/f370/574,658,1167,1543/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.01.1922,na,1922,Art History,,no,M,no,costume,performance,,
The Pensacola journal.,https://iiif.unige.ch/dhportal/ug20394447/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug20959540/full/full/0/default.jpg,Pensacola,United States of America,POINT(-87.2 30.433333333333),16.01.1922,na,1922,News,,no,F,yes,costume,normatif,,
Billboard,https://iiif.archivelab.org/iiif/sim_billboard_1922-03-04_34_9/manifest.json,92,"https://iiif.archivelab.org/iiif/sim_billboard_1922-03-04_34_9$92/374,863,1045,797/full/0/default.jpg",Cincinnati,United States of America,POINT(-84.5125 39.1),04.03.1922,3,1922,Theater,,no,NA,yes,accessoire,normatif,,
Harper's Bazaar 1922-04: Vol 57,https://iiif.archive.org/iiif/sim_harpers-bazaar_1922-04_57/manifest.json,13,"https://iiif.archive.org/image/iiif/3/sim_harpers-bazaar_1922-04_57%2fsim_harpers-bazaar_1922-04_57_jp2.zip%2fsim_harpers-bazaar_1922-04_57_jp2%2fsim_harpers-bazaar_1922-04_57_0013.jp2/507,486,2026,2880/full/0/default.jpg",New York City,United States of America,POINT(-74.006015 40.712728),01.04.1922,4,1922,Fashion,,no,F,no,costume,normatif,,
Billboard,https://iiif.archivelab.org/iiif/sim_billboard_1922-04-08_34_14/manifest.json,113,"https://iiif.archivelab.org/iiif/sim_billboard_1922-04-08_34_14$113/1511,1117,1013,777/full/0/default.jpg",Cincinnati,United States of America,POINT(-84.5125 39.1),08.04.1922,4,1922,Theater,,no,NA,yes,accessoire,normatif,,
The Morning Tulsa daily world. [volume],https://iiif.unige.ch/dhportal/ug20953340/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug21179858/full/full/0/default.jpg,Tulsa,United States of America,POINT(-95.937222222222 36.131388888889),09.04.1922,4,1922,News,,no,F,yes,chair,normatif,,
Billboard,https://iiif.archivelab.org/iiif/sim_billboard_1922-04-22_34_16/manifest.json,100,"https://iiif.archivelab.org/iiif/sim_billboard_1922-04-22_34_16$100/1534,1133,1022,777/full/0/default.jpg",Cincinnati,United States of America,POINT(-84.5125 39.1),22.04.1922,4,1922,Theater,,no,NA,yes,accessoire,normatif,,
The Washington times. [volume],https://iiif.unige.ch/dhportal/ug11039432/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug12041241/full/full/0/default.jpg,"Washington, D.C.",United States of America,POINT(-77.036666666667 38.895),11.05.1922,5,1922,News,,no,F,yes,costume,performance,,
The Bridgeport times and evening farmer.,https://iiif.unige.ch/dhportal/ug19181256/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug20732257/full/full/0/default.jpg,Bridgeport,United States of America,POINT(-73.2 41.183333333333),13.05.1922,5,1922,News,,no,F,yes,costume,performance,,
The Morning Tulsa daily world. [volume],https://iiif.unige.ch/dhportal/ug18378046/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug18606226/full/full/0/default.jpg,Tulsa,United States of America,POINT(-95.937222222222 36.131388888889),21.05.1922,5,1922,News,,no,F,yes,costume,performance,,
Le Bulletin de la vie artistique,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6142347m/manifest.json,18,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6142347m/f19/220,532,854,532/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),15.06.1922,6,1922,Modern Art Journal,,no,F,no,accessoire,performance,,
Billboard,https://iiif.archivelab.org/iiif/sim_billboard_1922-06-24_34_25/manifest.json,146,"https://iiif.archivelab.org/iiif/sim_billboard_1922-06-24_34_25$146/2385,2590,1025,773/full/0/default.jpg",Cincinnati,United States of America,POINT(-84.5125 39.1),24.06.1922,6,1922,Theater,,no,NA,yes,accessoire,normatif,,
Billboard,https://iiif.archivelab.org/iiif/sim_billboard_1922-08-05_34_31/manifest.json,166,"https://iiif.archivelab.org/iiif/sim_billboard_1922-08-05_34_31$166/2361,922,1007,749/full/0/default.jpg",Cincinnati,United States of America,POINT(-84.5125 39.1),05.08.1922,8,1922,Theater,,no,NA,yes,accessoire,normatif,,
The evening world. [volume],https://iiif.unige.ch/dhportal/ug14149025/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug14426935/full/full/0/default.jpg,New York City,United States of America,POINT(-74 40.7),31.08.1922,8,1922,News,,no,F,yes,accessoire,distance,,
Vogue (Paris),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6537877q/manifest.json,32,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6537877q/f33/1268,3282,1117,1518/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.09.1922,9,1922,,,no,F,yes,costume,normatif,,
Billboard,https://iiif.archivelab.org/iiif/sim_billboard_1922-09-16_34_37/manifest.json,94,"https://iiif.archivelab.org/iiif/sim_billboard_1922-09-16_34_37$94/367,1012,1013,798/full/0/default.jpg",Cincinnati,United States of America,POINT(-84.5125 39.1),16.09.1922,9,1922,Theater,,no,NA,yes,accessoire,normatif,,
Billboard,https://iiif.archivelab.org/iiif/sim_billboard_1922-09-30_34_39/manifest.json,129,"https://iiif.archivelab.org/iiif/sim_billboard_1922-09-30_34_39$129/1233,1786,1633,2021/full/0/default.jpg",Cincinnati,United States of America,POINT(-84.5125 39.1),30.09.1922,9,1922,Theater,,no,NA,yes,accessoire,normatif,,
Vogue (Paris),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6537879j/manifest.json,48,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6537879j/f49/154,292,3103,3159/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.11.1922,11,1922,,,no,F,no,costume,normatif,,
The Bolivar County Democrat.,https://iiif.unige.ch/dhportal/ug9064320/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug8831640/full/full/0/default.jpg,Rosedale,United States of America,POINT(-91.0269 33.8536),02.12.1922,12,1922,News,,no,F,no,costume,normatif,,
The Prince George's enquirer and southern Maryland advertiser.,https://iiif.unige.ch/dhportal/ug9091647/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug9092032/full/full/0/default.jpg,Upper Marlboro,United States of America,POINT(-76.753333333333 38.816388888889),08.12.1922,12,1922,News,,no,F,no,costume,normatif,,
Je sais tout (Paris),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k3783145b/manifest.json,69,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k3783145b/f70/240,420,2967,3354/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),15.01.1923,1,1923,"Culture, Leisure",,no,M,yes,costume,distance,,
Billboard,https://iiif.archivelab.org/iiif/sim_billboard_1923-01-27_35_4/manifest.json,8,"https://iiif.archivelab.org/iiif/sim_billboard_1923-01-27_35_4$8/1002,2032,1578,1348/full/0/default.jpg",Cincinnati,United States of America,POINT(-84.5125 39.1),27.01.1923,1,1923,Theater,,no,M,yes,costume,performance,,
Cinémagazine,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k2004851p/manifest.json,24,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k2004851p/f25/1317,877,1046,1317/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),17.08.1923,8,1923,,,no,NA,no,costume,performance,,
Harper's Bazaar 1923-12: Vol 58 Iss 12,https://iiif.archive.org/iiif/sim_harpers-bazaar_1923-12_58_12/manifest.json,124,"https://iiif.archive.org/image/iiif/3/sim_harpers-bazaar_1923-12_58_12%2fsim_harpers-bazaar_1923-12_58_12_jp2.zip%2fsim_harpers-bazaar_1923-12_58_12_jp2%2fsim_harpers-bazaar_1923-12_58_12_0124.jp2/545,423,2200,3117/full/0/default.jpg",New York City,United States of America,POINT(-74.006015 40.712728),01.12.1923,12,1923,Fashion,,no,F,no,costume,normatif,,
Les Modes,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k57267186/manifest.json,24,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k57267186/f25/1477,471,1066,2959/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.12.1923,12,1923,Fashion,,no,F,no,costume,normatif,,
Der Cicerone,https://digi.ub.uni-heidelberg.de/diglit/iiif/cicerone1924/manifest.json,245,"https://digi.ub.uni-heidelberg.de/iiif/2/cicerone1924%3A0222.jpg/993,314,581,1588/full/0/default.jpg",Leipzig,Germany,POINT(12.375 51.34),01.01.1924,na,1924,Modern Art Journal,,no,FM,no,accessoire,performance,,
Punch,https://digi.ub.uni-heidelberg.de/diglit/iiif/punch1924a/manifest.json,33,"https://digi.ub.uni-heidelberg.de/iiif/2/punch1924a%3A000_bh.jpg/580,590,1392,1183/full/0/default.jpg",London,United Kingdom,POINT(-0.1275 51.507222222222),01.01.1924,na,1924,Humour,,no,M,no,costume,performance,,
Punch,https://digi.ub.uni-heidelberg.de/diglit/iiif/punch1924a/manifest.json,34,"https://digi.ub.uni-heidelberg.de/iiif/2/punch1924a%3A000_bi.jpg/698,2173,1182,584/full/0/default.jpg",London,United Kingdom,POINT(-0.1275 51.507222222222),01.01.1924,na,1924,Humour,,no,M,no,costume,performance,,
Studio : international art,https://digi.ub.uni-heidelberg.de/diglit/iiif/studio1924/manifest.json,170,"https://digi.ub.uni-heidelberg.de/iiif/2/studio1924%3A153.jpg/1135,387,675,1043/full/0/default.jpg",London,United Kingdom,POINT(-0.1275 51.507222222222),01.01.1924,na,1924,Modern Art Journal,,no,NA,no,costume,performance,,
Les Modes de la femme de France,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k58512751/manifest.json,16,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k58512751/f17/352,305,2558,2730/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),03.02.1924,2,1924,Fashion,,no,F,no,costume,normatif,,
La Femme chic à Paris : revue mensuelle de la mode,https://gallica.bnf.fr/iiif/ark:/12148/bd6t5376889k/manifest.json,8,"https://gallica.bnf.fr/iiif/ark:/12148/bd6t5376889k/f9/pct:17.53,7.18,68.26,81.93/full/0/default.jpg",Paris,France,POINT(2.352222222222222 48.85666666666667),01.03.1924,3,1924,Fashion,,no,F,yes,costume,normatif,,
Vogue (Paris),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6539773b/manifest.json,27,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6539773b/f28/97,520,1280,1749/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.03.1924,3,1924,,,no,F,yes,costume,normatif,,
L'Express du Midi,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5387643x/manifest.json,3,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5387643x/f4/495,360,1207,1230/full/0/default.jpg",Toulouse,France,POINT(1.4438888888889 43.604444444444),18.04.1924,4,1924,News,,no,M,no,chair,performance,,
Les Modes,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k57304442/manifest.json,17,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k57304442/f18/425,331,2368,1087/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.05.1924,5,1924,Fashion,,no,F,yes,accessoire,normatif,,
Vogue (Paris),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6539776k/manifest.json,130,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6539776k/f131/1050,718,1047,3209/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.06.1924,6,1924,,,no,F,yes,costume,normatif,,
Vogue (Paris),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6539776k/manifest.json,29,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6539776k/f30/344,415,3075,3311/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.06.1924,6,1924,,,no,F,yes,costume,normatif,,
Vogue (Paris),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6539776k/manifest.json,96,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6539776k/f97/645,527,2153,3477/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.06.1924,6,1924,,,no,F,no,costume,normatif,,
"La Gazette du bon ton : art, mode et frivolités",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k1214398x/manifest.json,107,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k1214398x/f108/1356,1232,522,1319/full/0/default.jpg",Paris,France,POINT(2.352222222222222 48.85666666666667),01.07.1924,7,1924,Fashion,,no,F,no,costume,normatif,,
"La Gazette du bon ton : art, mode et frivolités",https://gallica.bnf.fr/iiif/ark:/12148/bpt6k1214398x/manifest.json,245,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k1214398x/f246/854,872,946,1602/full/0/default.jpg",Paris,France,POINT(2.352222222222222 48.85666666666667),01.07.1924,7,1924,Fashion,,no,M,no,chair,performance,,
Les Modes de la femme de France,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k55124489/manifest.json,1,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k55124489/f2/2034,1254,711,1914/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),10.08.1924,8,1924,Fashion,,no,F,no,costume,normatif,,
Harper's Bazaar 1924-10: Vol 59,https://iiif.archive.org/iiif/sim_harpers-bazaar_1924-10_59/manifest.json,99,"https://iiif.archive.org/image/iiif/3/sim_harpers-bazaar_1924-10_59%2fsim_harpers-bazaar_1924-10_59_jp2.zip%2fsim_harpers-bazaar_1924-10_59_jp2%2fsim_harpers-bazaar_1924-10_59_0099.jp2/2156,529,1012,1903/full/0/default.jpg",New York City,United States of America,POINT(-74.006015 40.712728),01.10.1924,10,1924,Fashion,,no,F,no,costume,normatif,,
Les Modes,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k57304672/manifest.json,17,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k57304672/f18/1831,506,1211,3024/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.10.1924,10,1924,Fashion,,no,F,no,costume,normatif,,
Cinémagazine,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k20001956/manifest.json,7,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k20001956/f8/305,940,976,2126/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),03.10.1924,10,1924,,,no,F,yes,costume,normatif,,
Ciné-journal (Paris. 1908),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k1187311m/manifest.json,15,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k1187311m/f16/4051,1707,826,1452/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),14.11.1924,11,1924,Cinema,,no,F,yes,costume,normatif,,
The Bismarck tribune. [volume],https://iiif.unige.ch/dhportal/ug20511874/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug21031009/full/full/0/default.jpg,Bismarck,United States of America,POINT(-100.78375 46.80833333333333),22.11.1924,11,1924,News,,no,F,yes,costume,normatif,,
Harper's Bazaar 1924-12: Vol 59,https://iiif.archive.org/iiif/sim_harpers-bazaar_1924-12_59/manifest.json,46,"https://iiif.archive.org/image/iiif/3/sim_harpers-bazaar_1924-12_59%2fsim_harpers-bazaar_1924-12_59_jp2.zip%2fsim_harpers-bazaar_1924-12_59_jp2%2fsim_harpers-bazaar_1924-12_59_0046.jp2/317,609,1856,2735/full/0/default.jpg",New York City,United States of America,POINT(-74.006015 40.712728),01.12.1924,12,1924,Fashion,,no,F,no,costume,normatif,,
Les Modes,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k57304850/manifest.json,40,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k57304850/f41/1548,627,1162,2890/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.12.1924,12,1924,Fashion,,no,F,yes,costume,normatif,,
Vogue (Paris),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6538228g/manifest.json,13,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6538228g/f14/865,494,2389,2898/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.12.1924,12,1924,,,no,F,no,costume,normatif,,
L'Intrépide (Paris),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9115990d/manifest.json,3,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9115990d/f4/3393,1841,476,401/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),07.12.1924,12,1924,Children,,no,M,no,chair,performance,,
L'Intrépide (Paris),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9115990d/manifest.json,3,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9115990d/f4/3908,1826,451,433/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),07.12.1924,12,1924,Children,,no,M,no,chair,performance,,
Le Journal (Paris. 1892),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k7619356b/manifest.json,0,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k7619356b/f1/1921,5903,2733,3366/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),31.12.1924,12,1924,News,,no,F,no,costume,normatif,,
Vogue (Paris),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k65398921/manifest.json,36,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k65398921/f37/2206,2194,1134,2312/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.01.1925,na,1925,,,no,F,no,costume,normatif,,
Vogue (Paris),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6539894v/manifest.json,9,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6539894v/f10/1149,2456,1155,1950/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.03.1925,3,1925,,,no,F,no,costume,normatif,,
Excelsior (Paris. 1910),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4603959w/manifest.json,3,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4603959w/f4/422,466,3084,3524/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),24.03.1925,3,1925,News,,no,F,no,costume,normatif,,
Les Modes,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5731068d/manifest.json,20,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5731068d/f21/753,531,1727,3020/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.04.1925,4,1925,Fashion,,no,F,yes,accessoire,normatif,,
The Illustrated London News 1925-05-02: Vol 166 Iss 4489,https://iiif.archive.org/iiif/sim_illustrated-london-news_1925-05-02_166_4489/manifest.json,90,"https://iiif.archive.org/image/iiif/3/sim_illustrated-london-news_1925-05-02_166_4489%2fsim_illustrated-london-news_1925-05-02_166_4489_jp2.zip%2fsim_illustrated-london-news_1925-05-02_166_4489_jp2%2fsim_illustrated-london-news_1925-05-02_166_4489_0090.jp2/438,170,3316,4149/full/0/default.jpg",London,United Kingdom,POINT(-0.1275 51.507222222222),02.05.1925,5,1925,News,,no,M,no,accessoire,performance,,
